Thu Dec 17 07:03:16 2020    prof.txt

         150531575 function calls (149477974 primitive calls) in 274.147 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.002    0.002    0.004    0.004 codata.py:1510(parse_constants_2018toXXXX)
      657    0.002    0.000    0.007    0.000 inference.py:263(is_dict_like)
      407    0.002    0.000    0.005    0.000 managers.py:2024(_preprocess_slice_or_indexer)
     1257    0.002    0.000    0.008    0.000 transforms.py:926(y1)
     1078    0.002    0.000    0.009    0.000 tools.py:294(<lambda>)
     1094    0.002    0.000    0.019    0.000 core.py:3600(shrink_mask)
     2585    0.002    0.000    0.002    0.000 {method 'index' of 'list' objects}
     3406    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_iterator}
      385    0.002    0.000    0.013    0.000 printing.py:166(pprint_thing)
       20    0.002    0.000    0.002    0.000 {method 'argsort' of 'numpy.ndarray' objects}
      119    0.002    0.000    0.010    0.000 {built-in method builtins.eval}
      591    0.002    0.000    0.006    0.000 os.py:670(__getitem__)
      460    0.002    0.000    0.005    0.000 base.py:554(_engine)
     1082    0.002    0.000    0.003    0.000 axis.py:1388(get_minor_ticks)
     2805    0.002    0.000    0.002    0.000 version.py:207(<genexpr>)
      446    0.002    0.000    0.007    0.000 numeric.py:268(full)
      449    0.002    0.000    0.130    0.000 patches.py:1008(__init__)
      530    0.002    0.000    0.021    0.000 rcsetup.py:87(f)
     1024    0.002    0.000    0.003    0.000 core.py:276(_scalar_fill_value)
      742    0.002    0.000    0.003    0.000 genericpath.py:121(_splitext)
     2410    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:143(__init__)
     1078    0.002    0.000    0.010    0.000 tools.py:295(<lambda>)
     2979    0.002    0.000    0.002    0.000 series.py:381(_constructor)
     1164    0.002    0.000    0.003    0.000 missing.py:665(clean_reindex_fill_method)
      678    0.002    0.000    0.007    0.000 transforms.py:2569(__init__)
     3278    0.002    0.000    0.002    0.000 {pandas._libs.lib.is_integer}
      640    0.002    0.000    0.539    0.001 _parallel_backends.py:250(apply_async)
     1064    0.002    0.000    0.006    0.000 collections.py:687(_bcast_lwls)
     4130    0.002    0.000    0.002    0.000 traitlets.py:564(__get__)
       88    0.002    0.000    0.601    0.007 generic.py:10004(describe_numeric_1d)
     1257    0.002    0.000    0.003    0.000 transforms.py:279(y1)
     3138    0.002    0.000    0.002    0.000 artist.py:1213(mouseover)
       20    0.002    0.000    1.526    0.076 _forest.py:648(predict_proba)
      121    0.002    0.000    0.104    0.001 construction.py:329(_homogenize)
      673    0.002    0.000    0.008    0.000 warnings.py:165(simplefilter)
      129    0.002    0.000    5.372    0.042 backend_bases.py:3487(new_figure_manager)
      423    0.002    0.000    0.004    0.000 posixpath.py:150(dirname)
     1347    0.002    0.000    0.002    0.000 text.py:343(<listcomp>)
      854    0.002    0.000    0.004    0.000 decorator.py:170(<listcomp>)
      928    0.002    0.000    0.009    0.000 dispatch.py:11(should_extension_dispatch)
       10    0.002    0.000    0.164    0.016 modelEvaluation.py:12(<listcomp>)
      159    0.002    0.000    0.005    0.000 figure.py:163(__init__)
      495    0.002    0.000    0.007    0.000 __init__.py:307(_align_method_SERIES)
      645    0.002    0.000    0.236    0.000 __init__.py:2626(__init__)
      117    0.002    0.000    0.054    0.000 _distn_infrastructure.py:630(_construct_argparser)
     2252    0.002    0.000    0.002    0.000 __init__.py:1528(_root)
     2735    0.002    0.000    0.002    0.000 {pandas._libs.algos.ensure_platform_int}
      352    0.002    0.000    0.158    0.000 legend_handler.py:89(legend_artist)
      853    0.002    0.000    0.003    0.000 traitlets.py:435(__init__)
      797    0.002    0.000    0.003    0.000 sre_parse.py:355(_escape)
      371    0.002    0.000    0.199    0.001 sre_parse.py:937(parse)
     1870    0.002    0.000    0.002    0.000 __init__.py:1677(isEnabledFor)
     1080    0.002    0.000    0.005    0.000 lines.py:913(get_markeredgecolor)
     3460    0.002    0.000    0.004    0.000 __init__.py:722(__iter__)
      834    0.002    0.000    0.019    0.000 base.py:1685(is_boolean)
     1080    0.002    0.000    0.005    0.000 collections.py:785(get_edgecolor)
     2992    0.002    0.000    0.002    0.000 blocks.py:190(external_values)
     1254    0.002    0.000    0.002    0.000 blocks.py:319(iget)
       44    0.002    0.000    0.008    0.000 concat.py:87(_get_mgr_concatenation_plan)
      272    0.002    0.000    0.036    0.000 <frozen importlib._bootstrap_external>:1479(_fill_cache)
     2139    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:939(__init__)
      362    0.002    0.000    0.006    0.000 ntpath.py:61(isabs)
     1842    0.002    0.000    0.003    0.000 inference.py:289(<genexpr>)
     1342    0.002    0.000    0.291    0.000 re.py:250(compile)
      429    0.002    0.000    0.461    0.001 _base.py:418(<listcomp>)
     1156    0.002    0.000    0.003    0.000 tight_layout.py:77(<genexpr>)
       10    0.002    0.000    0.156    0.016 modelEvaluation.py:32(<listcomp>)
       88    0.002    0.000    0.080    0.001 blocks.py:1416(quantile)
      352    0.002    0.000    0.019    0.000 offsetbox.py:659(__init__)
       88    0.002    0.000    0.306    0.003 series.py:2226(quantile)
     2216    0.002    0.000    0.002    0.000 _base.py:949(get_axes_locator)
     2160    0.002    0.000    0.002    0.000 backend_agg.py:281(points_to_pixels)
      320    0.002    0.000    0.014    0.000 __init__.py:36(__init__)
      635    0.002    0.000    0.003    0.000 blocks.py:2750(_extend_blocks)
     1520    0.002    0.000    0.003    0.000 text.py:24(_wrap_text)
     1701    0.002    0.000    0.003    0.000 sre_parse.py:81(groups)
     2384    0.002    0.000    0.002    0.000 ticker.py:270(set_locs)
      612    0.002    0.000    0.003    0.000 _inspect.py:65(getargs)
      490    0.002    0.000    0.003    0.000 _axes.py:196(get_xlabel)
      429    0.002    0.000    0.031    0.000 patches.py:1032(set_closed)
       40    0.002    0.000    0.524    0.013 pool.py:183(__init__)
      176    0.002    0.000    0.176    0.001 format.py:951(_format_col)
      666    0.002    0.000    0.048    0.000 __init__.py:2767(_get_metadata)
      336    0.002    0.000    0.015    0.000 rcsetup.py:106(<listcomp>)
      892    0.002    0.000    0.010    0.000 figure.py:415(get_axes)
      148    0.002    0.000    0.073    0.000 backend_agg.py:412(get_renderer)
     3232    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:40(_relax_case)
      979    0.002    0.000    0.003    0.000 generic.py:382(_get_block_manager_axis)
      616    0.002    0.000    0.008    0.000 _inspect.py:96(getargspec)
      286    0.002    0.000    0.011    0.000 overrides.py:72(verify_matching_signatures)
     1672    0.002    0.000    0.022    0.000 common.py:603(<genexpr>)
      108    0.002    0.000    0.004    0.000 figure.py:2107(__getstate__)
     1584    0.002    0.000    0.004    0.000 format.py:775(<genexpr>)
      224    0.002    0.000    0.012    0.000 parser.py:273(parse_node)
      282    0.002    0.000    0.008    0.000 function_base.py:451(add_newdoc)
      640    0.002    0.000    0.014    0.000 parallel.py:321(delayed)
       30    0.002    0.000    0.002    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1294    0.002    0.000    0.003    0.000 base.py:3899(_get_engine_target)
      176    0.002    0.000    0.017    0.000 format.py:1379(<listcomp>)
      374    0.002    0.000    0.006    0.000 format.py:463(_get_formatter)
       77    0.002    0.000    0.002    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
     2340    0.002    0.000    0.002    0.000 {built-in method _imp.is_frozen}
      737    0.002    0.000    0.003    0.000 generic.py:3584(_set_is_copy)
      352    0.002    0.000    0.055    0.000 legend_handler.py:72(update_prop)
      108    0.002    0.000    1.437    0.013 _pylab_helpers.py:45(destroy)
      698    0.002    0.000    0.003    0.000 gridspec.py:622(__init__)
      561    0.002    0.000    0.016    0.000 indexing.py:1334(_validate_key)
     2734    0.002    0.000    0.002    0.000 {method 'find' of 'bytearray' objects}
     1584    0.002    0.000    0.003    0.000 format.py:1414(<genexpr>)
     2059    0.002    0.000    0.002    0.000 config.py:539(_select_options)
     2950    0.002    0.000    0.002    0.000 typing.py:669(<genexpr>)
     2520    0.002    0.000    0.002    0.000 multiarray.py:990(unravel_index)
      736    0.002    0.000    0.004    0.000 base.py:723(_assert_take_fillable)
      931    0.002    0.000    0.003    0.000 enum.py:373(__setattr__)
      658    0.002    0.000    0.003    0.000 gridspec.py:793(__hash__)
      678    0.002    0.000    0.014    0.000 transforms.py:801(null)
     1229    0.002    0.000    0.003    0.000 arraysetops.py:136(_unpack_tuple)
      582    0.002    0.000    0.003    0.000 colors.py:962(__init__)
       30    0.002    0.000    2.317    0.077 PngImagePlugin.py:1180(_save)
      140    0.002    0.000    1.161    0.008 figure.py:1784(clf)
      525    0.002    0.000    0.005    0.000 managers.py:1562(from_blocks)
     2462    0.002    0.000    0.002    0.000 {method 'rfind' of 'str' objects}
      373    0.002    0.000    0.002    0.000 managers.py:752(<listcomp>)
       10    0.002    0.000    0.660    0.066 modelEvaluation.py:9(compute_model_statistics)
     2667    0.002    0.000    0.002    0.000 rcsetup.py:234(validator)
      430    0.002    0.000    0.011    0.000 _base.py:2271(set_xmargin)
     1080    0.002    0.000    0.033    0.000 lines.py:707(_get_transformed_path)
     2366    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:725(find_spec)
      311    0.002    0.000    0.030    0.000 scanner.py:156(fetch_more_tokens)
      814    0.002    0.000    0.032    0.000 version.py:24(parse)
      731    0.002    0.000    0.031    0.000 blocks.py:675(copy)
     2003    0.002    0.000    0.002    0.000 artist.py:1608(<genexpr>)
     3560    0.002    0.000    0.002    0.000 traitlets.py:409(subclass_init)
      258    0.002    0.000    0.030    0.000 _backend_tk.py:604(_Spacer)
      130    0.002    0.000    0.017    0.000 axis.py:2244(get_tick_space)
     2695    0.002    0.000    0.002    0.000 gridspec.py:71(<lambda>)
     2992    0.002    0.000    0.002    0.000 {method 'rjust' of 'str' objects}
      726    0.002    0.000    0.005    0.000 nanops.py:328(_wrap_results)
      440    0.002    0.000    0.069    0.000 core.py:6205(__reduce__)
     1072    0.002    0.000    0.003    0.000 ticker.py:1894(__call__)
      678    0.002    0.000    0.003    0.000 __init__.py:44(get_projection_class)
      129    0.002    0.000    0.011    0.000 backend_bases.py:2688(__init__)
       30    0.002    0.000   52.111    1.737 backend_bases.py:2083(print_figure)
      143    0.002    0.000    0.076    0.001 generic.py:4504(_reindex_with_indexers)
      129    0.002    0.000    0.014    0.000 axis.py:2529(get_tick_space)
      440    0.002    0.000    0.004    0.000 legend.py:1115(_get_legend_handles)
      473    0.002    0.000    0.005    0.000 __init__.py:111(_maybe_match_name)
      546    0.002    0.000    0.003    0.000 managers.py:693(<listcomp>)
      635    0.002    0.000    0.003    0.000 _asarray.py:298(<setcomp>)
     1034    0.002    0.000    0.011    0.000 base.py:1755(is_floating)
      284    0.002    0.000    0.147    0.001 generic.py:5352(dtypes)
      543    0.002    0.000    0.024    0.000 genericpath.py:27(isfile)
       30    0.002    0.000    2.310    0.077 ImageFile.py:488(_save)
      241    0.002    0.000    0.009    0.000 managers.py:324(_verify_integrity)
      341    0.002    0.000    0.004    0.000 missing.py:456(_array_equivalent_object)
     2322    0.002    0.000    0.002    0.000 text.py:250(get_rotation_mode)
      320    0.002    0.000    0.065    0.000 __init__.py:43(start)
      129    0.002    0.000    0.827    0.006 _backend_tk.py:407(__init__)
      272    0.002    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1394(__init__)
      699    0.002    0.000    0.005    0.000 figure.py:91(_entry_from_axes)
       22    0.002    0.000    0.003    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
      284    0.002    0.000    0.035    0.000 managers.py:263(get_dtypes)
      568    0.002    0.000    0.018    0.000 genericpath.py:39(isdir)
      980    0.002    0.000    0.014    0.000 text.py:1222(set_fontname)
      678    0.002    0.000    0.010    0.000 figure.py:150(__contains__)
     1408    0.002    0.000    0.003    0.000 format.py:1777(_is_number)
      259    0.002    0.000    0.002    0.000 _methods.py:87(_clip_dep_invoke_with_casting)
     1080    0.002    0.000    0.005    0.000 transforms.py:2721(get_affine)
     1435    0.002    0.000    0.003    0.000 typing.py:711(__eq__)
      638    0.002    0.000    0.002    0.000 {method 'split' of 're.Pattern' objects}
       88    0.002    0.000    0.017    0.000 concat.py:29(get_dtype_kinds)
     2451    0.002    0.000    0.002    0.000 multiarray.py:852(bincount)
      316    0.002    0.000    0.039    0.000 overrides.py:166(decorator)
      540    0.002    0.000   43.618    0.081 backend_agg.py:164(draw_path_collection)
      117    0.002    0.000    0.182    0.002 _distn_infrastructure.py:711(_construct_doc)
      410    0.002    0.000    0.003    0.000 posixpath.py:140(basename)
      259    0.002    0.000    0.013    0.000 _methods.py:106(_clip)
     1728    0.002    0.000    0.002    0.000 {built-in method math.floor}
      648    0.002    0.000    0.003    0.000 random.py:250(_randbelow_with_getrandbits)
     2369    0.002    0.000    0.002    0.000 numeric.py:150(is_all_dates)
      462    0.002    0.000    0.013    0.000 nanops.py:1290(check_below_min_count)
      433    0.002    0.000    0.027    0.000 expressions.py:217(evaluate)
      704    0.002    0.000    0.002    0.000 _validators.py:381(<genexpr>)
     1614    0.002    0.000    0.002    0.000 __init__.py:91(__init__)
     1024    0.002    0.000    0.004    0.000 core.py:7143(reshape)
       75    0.002    0.000    0.003    0.000 function_base.py:4236(delete)
      259    0.002    0.000    0.019    0.000 axis.py:1333(_get_tick_label_size)
      510    0.002    0.000    0.051    0.000 <__array_function__ internals>:2(linspace)
     2417    0.002    0.000    0.002    0.000 fromnumeric.py:2876(_prod_dispatcher)
     1196    0.002    0.000    0.002    0.000 _base.py:190(__getstate__)
      640    0.002    0.000    0.003    0.000 _parallel_backends.py:124(get_nested_backend)
     1760    0.002    0.000    0.002    0.000 blocks.py:229(fill_value)
      490    0.002    0.000    0.003    0.000 _axes.py:249(get_ylabel)
      272    0.002    0.000    0.005    0.000 __init__.py:686(add)
